id	degree_id	name	surname	date_of_birth	fiscal_code	enrolment_date	registration_number	email	Date
3697	67	Flavio	Vitali	1991-10-29	CXRTRL35Q76A019G	2021-05-02	623729	costantino88@gmail.com	2025-07-17
1860	74	Ursula	De rosa	1991-10-23	MYNKFB39O15S779E	2018-07-24	621892	mazza.monia@basile.org	2025-07-17
4968	56	Nunzia	Bianchi	1991-10-21	QGFDBL63E55V998K	2019-01-13	625000	lruggiero@yahoo.it	2025-07-17
2464	41	Gianmaria	D'amico	1991-10-19	EQXLAI20K92G660H	2020-05-15	622496	rbasile@mancini.it	2025-07-17
603	21	Eusebio	Vitali	1991-10-18	WSFOZO16X89B620E	2019-07-19	620635	lucrezia07@colombo.org	2025-07-17
4268	17	Umberto	Lombardo	1991-10-17	QEMQSQ62D44C565C	2020-02-03	624300	pagano.maika@costantini.org	2025-07-17
3634	49	Ulrico	Marino	1991-10-16	ITSFLF97Q97G949M	2018-12-14	623666	jvilla@battaglia.it	2025-07-17
4551	67	Emanuel	Barone	1991-10-14	IYOAYF73S98S721A	2020-05-24	624583	ncattaneo@yahoo.com	2025-07-17
3170	64	Ingrid	Marchetti	1991-10-05	NNMYGF82P48U936J	2019-04-14	623202	gavino.moretti@moretti.com	2025-07-17
859	59	Fiorentino	Silvestri	1991-10-05	PPVDYD75H64P758E	2019-07-26	620891	sferrara@cattaneo.com	2025-07-17
4444	65	Ciro	Donati	1991-10-03	SZDNME16E73F022R	2019-02-22	624476	rocco10@rinaldi.com	2025-07-17
4468	33	Emanuel	Parisi	1991-10-01	ZGPUBX05V43L206L	2019-10-22	624500	battaglia.alberto@yahoo.com	2025-07-17
2844	55	Rosolino	Neri	1991-09-25	OCXFKE74S51B262Q	2021-03-02	622876	vesposito@deangelis.com	2025-07-17
4421	9	Siro	Testa	1991-09-20	GTCRBU78I65U276Q	2020-10-02	624453	danuta.messina@libero.it	2025-07-17
2875	25	Lauro	Montanari	1991-09-17	CRKURS72S16M989Q	2020-11-02	622907	gsilvestri@marino.it	2025-07-17
1608	25	Vitalba	Rossi	1991-09-15	JEPGZT73T06F196D	2019-08-02	621640	fabbri.siro@basile.it	2025-07-17
3487	22	Danuta	Costa	1991-09-13	KODHFA90A74H948S	2018-09-18	623519	walter30@gatti.it	2025-07-17
1869	47	Domingo	Battaglia	1991-09-11	NCAMAF74I63G616D	2020-12-31	621901	arduino.bianchi@libero.it	2025-07-17
895	20	Lucrezia	Pagano	1991-09-10	ALAVJH99I96O263O	2021-01-26	620927	kbarone@palumbo.it	2025-07-17
1450	49	Diana	Amato	1991-09-09	BXCXVD83N67T441F	2020-08-14	621482	osantoro@neri.com	2025-07-17
4155	6	Lauro	Giuliani	1991-09-09	YFBZYS71P63Z416T	2018-11-01	624187	ferrara.ulrico@deluca.com	2025-07-17
4786	32	Valdo	Serra	1991-09-08	XKBVZI96K40R351V	2021-03-09	624818	santoro.luigi@email.it	2025-07-17
858	56	Tazio	Bruno	1991-09-07	TLKPPU92U53A011N	2019-12-01	620890	damico.ferdinando@email.it	2025-07-17
589	33	Antonio	Pellegrini	1991-09-04	MUIRDE10M32B708Z	2021-03-13	620621	gatti.felicia@guerra.org	2025-07-17
1429	11	Mariano	Montanari	1991-09-04	XEONSU24L45F555E	2019-06-28	621461	mietta.valentini@gmail.com	2025-07-17
4916	52	Radio	Morelli	1991-09-04	GMSIXL85T32I739I	2019-11-22	624948	ncoppola@orlando.net	2025-07-17
1896	16	Dante	Sartori	1991-09-02	WMLLXS89O09D033T	2018-10-08	621928	sueellen.longo@negri.com	2025-07-17
1557	7	Matilde	Cattaneo	1991-08-30	KGWFQJ79D68K565X	2020-05-31	621589	martino.laerte@email.it	2025-07-17
2637	55	Iacopo	Orlando	1991-08-27	ACQFPM05K62U267J	2019-10-29	622669	parisi.fatima@cattaneo.it	2025-07-17
119	1	Olimpia	Mazza	1991-08-26	TYFWXQ55W18B565F	2020-01-20	620151	violante54@mancini.org	2025-07-17
2568	29	Fiorentino	Lombardo	1991-08-26	NHDTJG25A51X240H	2019-09-16	622600	tristano.silvestri@mariani.com	2025-07-17
4045	52	Priamo	Marini	1991-08-25	LXHIYW06O04J550G	2018-10-09	624077	hmonti@email.it	2025-07-17
2950	34	Nazzareno	Orlando	1991-08-20	WSEOFV08B76E810A	2020-09-17	622982	wdangelo@gmail.com	2025-07-17
3023	38	Pierfrancesco	D'amico	1991-08-18	ATUMGS04K24L588W	2019-08-13	623055	emilia.dangelo@yahoo.it	2025-07-17
3147	61	Cirino	Lombardi	1991-08-17	STXIOH78C54A800H	2020-11-04	623179	danuta.mancini@marino.it	2025-07-17
1124	73	Modesto	Longo	1991-08-06	XJPTGK81J44S544T	2018-10-02	621156	pbianco@marini.org	2025-07-17
3459	67	Edilio	Costantini	1991-08-05	UHOYVD23T44W096W	2019-01-20	623491	ferri.felicia@moretti.org	2025-07-17
4366	55	Elda	Martino	1991-08-04	LJMOZU18P06P353L	2018-12-06	624398	sbattaglia@libero.it	2025-07-17
405	66	Elda	Giuliani	1991-08-04	BOCNSV98Q32B605Q	2020-02-12	620437	prisca.ferraro@riva.it	2025-07-17
2790	49	Bettino	Basile	1991-08-04	ISUWGY11H93E018P	2021-04-04	622822	obellini@libero.it	2025-07-17
737	73	Danuta	Amato	1991-08-03	LXYMCV49K13F828L	2019-05-29	620769	abramo.ferrari@fontana.com	2025-07-17
4728	75	Gerlando	Fiore	1991-08-01	SGVHVD52N40R995H	2021-05-06	624760	marco90@dangelo.org	2025-07-17
2246	9	Naomi	Costantini	1991-07-30	PEGISM17S46B758X	2018-09-11	622278	bernardi.kristel@gmail.com	2025-07-17
4212	7	Penelope	Coppola	1991-07-21	NRSLAI04T20C231J	2019-12-11	624244	concetta.neri@libero.it	2025-07-17
2684	39	Timothy	Santoro	1991-07-19	KOWIQT22B00W909D	2020-06-19	622716	vitalba.sartori@esposito.com	2025-07-17
1449	20	Violante	Ferrara	1991-07-16	JFURRB92H30J019W	2019-11-22	621481	ivonne24@sanna.net	2025-07-17
373	34	Kayla	Piras	1991-07-12	HOFOTD60T22T814O	2019-09-05	620405	eufemia52@esposito.com	2025-07-17
465	48	Amedeo	Sorrentino	1991-07-10	SGKFDL11G69A011H	2019-02-24	620497	demi.conti@monti.com	2025-07-17
1992	42	Nestore	Monti	1991-07-08	GRSJCI64P13Q536F	2018-12-31	622024	radio27@silvestri.net	2025-07-17
2196	41	Vitalba	Barone	1991-07-07	THRIJF50M88P817B	2018-08-25	622228	lromano@battaglia.org	2025-07-17
1598	21	Umberto	Montanari	1991-07-05	PJLUMY04L15F716S	2020-09-01	621630	sirio.leone@farina.it	2025-07-17
221	37	Ubaldo	Mazza	1991-07-05	MEXZBD45A08A796S	2019-03-26	620253	serra.nick@leone.org	2025-07-17
1799	25	Gregorio	Romano	1991-07-01	YCKJCW00O51Y656X	2020-09-22	621831	akira.testa@yahoo.it	2025-07-17
1678	63	Ivano	Marino	1991-07-01	XGXFWX00Y03Z583J	2020-08-03	621710	timoteo.lombardi@greco.it	2025-07-17
4248	2	Kai	Moretti	1991-06-30	YNWALH40T43U751S	2018-08-03	624280	pierfrancesco.rizzo@yahoo.com	2025-07-17
2380	10	Silvano	Sala	1991-06-29	XFFGHW59R40Z173C	2020-11-10	622412	demi.rinaldi@ferraro.com	2025-07-17
3121	39	Vitalba	Longo	1991-06-21	QYQBZO40V27U677M	2018-12-05	623153	vienna46@email.it	2025-07-17
3248	36	Cleros	Rossi	1991-06-17	GXFTLP90X23Q201I	2019-07-08	623280	lpellegrino@conte.com	2025-07-17
1903	46	Eliziario	Ferri	1991-06-15	VNFQEU55D06K047O	2020-09-29	621935	rvalentini@email.it	2025-07-17
3924	44	Diana	Caputo	1991-06-11	WJRZUZ41M97S569Q	2021-02-23	623956	qrusso@ferretti.com	2025-07-17
3932	65	Donatella	Guerra	1991-06-09	NNXKKW86S41Q990Y	2021-02-21	623964	bvitali@email.it	2025-07-17
4934	60	Mariagiulia	Esposito	1991-06-09	HCEFEX44Z68E622Q	2020-04-01	624966	qcosta@hotmail.com	2025-07-17
3819	29	Nestore	Gentile	1991-06-04	ODZKBQ50I14J123D	2018-11-23	623851	barbieri.loredana@vitale.com	2025-07-17
2491	6	Mercedes	Vitale	1991-06-04	KAQOIF03T76K314U	2020-08-17	622523	vera36@yahoo.com	2025-07-17
1465	53	Thea	Ferrara	1991-06-02	EWTMJN51J44X025P	2018-09-22	621497	grassi.nayade@caruso.net	2025-07-17
3568	50	Cassiopea	Esposito	1991-05-30	MOUXVI72Z40I258U	2021-01-06	623600	grassi.rufo@yahoo.com	2025-07-17
3757	22	Bibiana	Gallo	1991-05-30	WTERLV47E52Y720F	2019-05-19	623789	mpiras@yahoo.it	2025-07-17
4911	51	Vienna	Mazza	1991-05-30	ANRWLD67X52D246Z	2020-02-21	624943	furio.neri@giuliani.com	2025-07-17
3028	21	Giorgio	Damico	1991-05-25	JYBTWT06Z47E421P	2021-05-07	623060	marchetti.vitalba@deangelis.it	2025-07-17
3314	9	Vitalba	Giordano	1991-05-24	IGUCAC44W36I755O	2019-06-21	623346	eufemia.bruno@yahoo.com	2025-07-17
3509	33	Alan	Fabbri	1991-05-23	QWERLE23W42B441G	2020-12-10	623541	xavier.amato@yahoo.it	2025-07-17
3246	42	Ludovico	De rosa	1991-05-23	EDKJER69D77H902P	2019-06-07	623278	marieva.fiore@moretti.it	2025-07-17
3036	40	Flaviana	Conti	1991-05-21	CQHYFR99M77Q216Q	2020-03-27	623068	lidia.marino@gmail.com	2025-07-17
2175	30	Penelope	Ferrari	1991-05-16	BHESRC14D15I411D	2021-02-12	622207	moretti.miriana@hotmail.com	2025-07-17
4449	39	Giacinta	Bernardi	1991-05-15	EOGTGH76U22N445O	2020-04-01	624481	timothy27@libero.it	2025-07-17
4691	60	Cosetta	Galli	1991-05-14	NTFXQV81W80Y943U	2020-02-14	624723	tneri@yahoo.com	2025-07-17
4285	4	Maika	Battaglia	1991-05-06	FWWINR76Z29N455L	2020-02-26	624317	bianchi.ippolito@testa.com	2025-07-17
1172	16	Romeo	Valentini	1991-05-05	EFOJHN67Y75X473Y	2019-10-26	621204	luigi74@gentile.com	2025-07-17
2023	41	Domiziano	Ferraro	1991-05-02	CLTJDY81L81Q098S	2018-10-15	622055	conte.boris@grassi.net	2025-07-17
3833	19	Piererminio	Montanari	1991-05-02	XBGCVU34B94O203K	2019-05-17	623865	tcosta@yahoo.com	2025-07-17
3694	48	Patrizio	Fiore	1991-04-28	JPERFL63O22I950I	2018-10-25	623726	tconte@sorrentino.net	2025-07-17
1489	22	Mauro	Marini	1991-04-27	HCUFJV52O40H513J	2021-02-22	621521	vinicio.bernardi@yahoo.it	2025-07-17
2327	28	Sabatino	Marchetti	1991-04-22	GGENHE51K65J287U	2020-09-08	622359	osea.carbone@bianchi.it	2025-07-17
1014	28	Clodovea	Martini	1991-04-20	BDILSA91W73D021I	2018-12-15	621046	morgana.vitale@palumbo.com	2025-07-17
2448	44	Kai	Gallo	1991-04-18	SNMSLU85S77R798U	2021-04-04	622480	cristyn86@carbone.com	2025-07-17
4222	6	Filomena	Fontana	1991-04-18	JHMNMH37R39K800S	2020-04-02	624254	anastasio.pagano@hotmail.com	2025-07-17
4663	59	Noah	Galli	1991-04-18	DBUYQD90A25G006E	2020-07-11	624695	ercole.bellini@libero.it	2025-07-17
974	66	Loris	Bianco	1991-04-17	ETMUPZ57K59L286X	2020-11-13	621006	renato41@russo.it	2025-07-17
2114	56	Maruska	Longo	1991-04-14	TCSXYU75L76O868Y	2021-04-06	622146	dimitri55@hotmail.com	2025-07-17
3302	21	Genziana	Rizzi	1991-04-13	HQUISZ76A41D112L	2020-01-13	623334	lguerra@hotmail.com	2025-07-17
4084	71	Ian	Caputo	1991-04-13	WRUBLQ75X55P598N	2021-04-21	624116	kvilla@email.it	2025-07-17
3401	33	Pericle	Bellini	1991-04-05	YMAFNL38X06W743O	2019-06-30	623433	lucia07@libero.it	2025-07-17
3788	20	Osvaldo	Palumbo	1991-04-01	JGSJQK43X19E522H	2020-03-26	623820	rita56@colombo.net	2025-07-17
2833	3	Sarita	Moretti	1991-03-30	UGJWOE75V93D991I	2019-10-16	622865	valentini.sesto@yahoo.com	2025-07-17
1549	53	Assia	Gentile	1991-03-29	RFAMWZ68M13M670K	2019-01-21	621581	alan.sala@libero.it	2025-07-17
3278	23	Giordano	Moretti	1991-03-26	ULKJFJ83Y75J527I	2019-06-25	623310	cleopatra08@parisi.it	2025-07-17
4227	38	Erminio	Mariani	1991-03-23	WOSNCR50C96U170I	2020-10-03	624259	odino.palumbo@caruso.it	2025-07-17
4000	36	Lidia	Gatti	1991-03-19	CXHNDA39G61N949M	2020-02-03	624032	lgrassi@cattaneo.it	2025-07-17
3960	16	Gerlando	Donati	1991-03-17	ISSEDY86Y62Y852M	2018-09-18	623992	lucrezia76@greco.it	2025-07-17
2490	44	Antonio	Ricci	1991-03-16	MKCIFN08V60P175E	2019-09-30	622522	omar.longo@moretti.it	2025-07-17
921	30	Demi	Marini	1991-03-13	QEKCVU98T21T971K	2021-04-04	620953	secondo.rizzo@fontana.com	2025-07-17
942	57	Danthon	Ferraro	1991-03-06	VVRRWW13K12S117P	2019-01-21	620974	vmonti@derosa.it	2025-07-17
1117	65	Elga	Farina	1991-02-27	VZBEWA85B81Z430Y	2020-01-14	621149	russo.ileana@grassi.it	2025-07-17
4352	31	Doriana	Ferri	1991-02-23	QMEWWZ46C51L732N	2019-11-25	624384	felicia14@sanna.com	2025-07-17
1473	29	Thea	Pagano	1991-02-20	BYEZTD56K28B625C	2020-07-17	621505	obenedetti@villa.it	2025-07-17
3948	38	Donatella	Galli	1991-02-18	AQGVCE50Q88G548Q	2020-10-09	623980	farina.penelope@ruggiero.net	2025-07-17
3570	5	Ingrid	Marini	1991-02-17	ZPHZQZ68F05Q374X	2018-07-28	623602	serra.gerlando@caputo.com	2025-07-17
8	44	Rudy	Vitali	1991-02-17	VYYHLN80U40E018F	2020-09-17	620040	zconte@marino.it	2025-07-17
2619	27	Ercole	Ferrara	1991-02-17	TFQHCS02H67V402U	2021-04-06	622651	kai40@hotmail.com	2025-07-17
3118	23	Rosita	Valentini	1991-02-15	BKASVL37C19P021K	2019-08-29	623150	liborio.damico@ricci.org	2025-07-17
1749	9	Danuta	Rossi	1991-02-11	BMWQHH12O28L015P	2020-06-12	621781	zaccaria.ricci@rossi.it	2025-07-17
1455	44	Aaron	Costantini	1991-02-10	KODEVW33F35F437Z	2020-01-06	621487	martinelli.sasha@fontana.it	2025-07-17
4	55	Alan	Bianchi	1991-02-09	PPTBJS10M72R784W	2018-11-28	620036	nbianchi@grasso.org	2025-07-17
3548	59	Gaetano	Ferrara	1991-02-09	TBWXNB56B44S160J	2021-02-02	623580	lguerra@fabbri.com	2025-07-17
1915	69	Fernando	Caruso	1991-02-07	FPYZXU57E57W848D	2020-12-06	621947	gabriele15@gmail.com	2025-07-17
4527	48	Mattia	Villa	1991-02-05	DLFMGN10L47D860X	2021-05-27	624559	renzo60@bellini.com	2025-07-17
3300	66	Gerlando	Benedetti	1991-02-02	IXJCCB61D33U801N	2019-06-16	623332	cira96@testa.org	2025-07-17
4324	36	Clea	Messina	1991-02-02	HCEBWE16W55L633S	2020-10-06	624356	parisi.armando@gmail.com	2025-07-17
703	38	Maristella	Costa	1991-01-28	VUEJVC02I58T382X	2021-05-03	620735	anastasio88@email.it	2025-07-17
1211	29	Anastasio	Rossetti	1991-01-24	ECGUIM90Y61H552L	2018-10-24	621243	pmarino@pellegrino.it	2025-07-17
537	74	Silvano	Rossi	1991-01-22	MZPZIS45U20Q800Z	2020-07-19	620569	sartori.rosolino@yahoo.it	2025-07-17
544	18	Kris	Fiore	1991-01-21	BJSKHQ32L13T846P	2021-02-07	620576	soriana.testa@coppola.net	2025-07-17
183	21	Edilio	Grasso	1991-01-17	FKEVFG63Z73I089D	2020-07-20	620215	zpellegrino@martino.it	2025-07-17
1086	34	Giacinta	Lombardi	1991-01-08	FXPRWU44G91Q332C	2019-02-19	621118	sconte@mazza.it	2025-07-17
635	45	Boris	Riva	1990-12-28	FWYSKJ18E55V673Z	2020-10-30	620667	sandro72@gmail.com	2025-07-17
4032	54	Ninfa	Costa	1990-12-28	ASQRHT91N10X986Z	2020-03-05	624064	ingrid.rizzi@costantini.it	2025-07-17
4345	42	Lidia	Rizzo	1990-12-28	DLSWZT77E26S937R	2020-04-30	624377	luna44@russo.it	2025-07-17
1376	52	Artemide	Bianco	1990-12-21	YKIZWI45D57V431Z	2019-08-19	621408	donati.vania@gmail.com	2025-07-17
1946	65	Costanzo	Morelli	1990-12-18	RJPUVA03F33I594G	2020-04-19	621978	rebecca84@giuliani.com	2025-07-17
2289	18	Elga	Damico	1990-12-18	FHGQKY20C50Z637O	2020-03-19	622321	bserra@romano.it	2025-07-17
3361	33	Graziano	Martini	1990-12-18	XKGEWA77J64W440J	2021-03-15	623393	costa.nathan@yahoo.com	2025-07-17
4001	44	Vania	Romano	1990-12-06	BRDPYI66I91Q558X	2018-07-29	624033	amilani@yahoo.com	2025-07-17
2627	47	Damiana	Russo	1990-12-04	PDHBTU35U55U339B	2018-12-11	622659	hferraro@romano.com	2025-07-17
3756	37	Zelida	Palumbo	1990-12-03	YIBBLF29U85I393H	2019-04-02	623788	ovitale@gmail.com	2025-07-17
3227	3	Gianleonardo	Ferretti	1990-11-28	NBQAZJ89B07B357Y	2020-03-09	623259	grassi.gianantonio@battaglia.com	2025-07-17
4594	3	Concetta	Romano	1990-11-27	ISRMCP44D14N688V	2019-12-14	624626	gabriele77@yahoo.com	2025-07-17
1695	67	Carlo	D'angelo	1990-11-26	QBBYIJ82N00W683U	2018-10-24	621727	gavino90@yahoo.com	2025-07-17
4540	13	Gregorio	Fabbri	1990-11-21	TEZGHJ49M20L625V	2020-01-08	624572	tancredi96@mazza.it	2025-07-17
1673	55	Lucia	Martini	1990-11-18	QISWZS06N00V825V	2020-02-08	621705	derosa.flaviana@email.it	2025-07-17
1442	23	Nayade	Bellini	1990-11-18	KPINCB99S52K194Q	2019-06-11	621474	mietta.greco@yahoo.it	2025-07-17
86	12	Matilde	Ruggiero	1990-11-17	UIFHBM73Q42E973M	2021-02-14	620118	mariagiulia18@gmail.com	2025-07-17
4952	42	Alan	Gallo	1990-11-15	PQFFOL71J23H079O	2018-09-18	624984	ferraro.silvano@yahoo.it	2025-07-17
3242	62	Erminia	Greco	1990-11-14	XSGUZO84L49I522G	2020-03-03	623274	bianco.erminio@hotmail.com	2025-07-17
1505	38	Brigitta	Rinaldi	1990-11-14	UFMWXE13H54A970A	2020-12-15	621537	xmilani@yahoo.com	2025-07-17
1123	10	Albino	Riva	1990-11-13	JXPRBQ67E99E968Q	2020-03-04	621155	rferraro@email.it	2025-07-17
1687	71	Furio	Battaglia	1990-10-30	PXAVGZ01W97G783R	2019-02-06	621719	gianriccardo.mariani@yahoo.com	2025-07-17
4205	71	Noemi	Ferri	1990-10-28	WLXLAL41R35A937E	2018-10-20	624237	edvige58@hotmail.com	2025-07-17
4961	56	Cleros	Fiore	1990-10-24	GWIXJK53K54Q533N	2021-02-26	624993	battista50@benedetti.com	2025-07-17
4440	75	Kris	Negri	1990-10-21	TCAHFC11Z65C665U	2019-03-20	624472	marini.selvaggia@esposito.org	2025-07-17
2323	28	Kristel	Parisi	1990-10-21	BCSGTK67O20U235F	2020-10-12	622355	deborah.messina@parisi.org	2025-07-17
2807	25	Boris	Mazza	1990-10-17	VMOJVZ65M95G447Y	2019-09-12	622839	mariapia56@morelli.it	2025-07-17
1978	14	Elio	Ferrari	1990-10-16	KOWOHB43W49C058Y	2020-04-16	622010	deangelis.kociss@ferri.it	2025-07-17
2460	2	Manuele	Bianco	1990-10-16	ZMTQBT82G25S557M	2019-04-26	622492	serra.oretta@yahoo.com	2025-07-17
3700	48	Vitalba	Pellegrino	1990-10-16	YHCHKS97R47J257I	2021-01-26	623732	tricci@ruggiero.com	2025-07-17
352	45	Eriberto	Sartori	1990-10-14	MVUSNM49E07E792U	2018-07-16	620384	serse67@messina.com	2025-07-17
443	71	Marino	Sartori	1990-10-12	IVJSXN23A76B707B	2018-11-01	620475	gallo.vera@hotmail.com	2025-07-17
3975	16	Carlo	Rinaldi	1990-10-10	PFKGKF99F49G340R	2020-10-26	624007	felicia14@gatti.it	2025-07-17
4560	72	Marieva	Greco	1990-10-03	WRARDI30L48N985S	2020-04-23	624592	sorrentino.maria@milani.it	2025-07-17
2947	4	Jole	Pellegrini	1990-09-20	YMLFVT67H64G493P	2019-11-26	622979	martinelli.cristyn@yahoo.com	2025-07-17
3309	40	Noemi	De rosa	1990-09-19	XDNOAX06S15Z145X	2019-12-17	623341	mricci@costa.com	2025-07-17
1715	19	Tolomeo	Piras	1990-09-17	XNRZKQ19Z63L256T	2019-09-10	621747	fiorentino90@yahoo.it	2025-07-17
4972	13	Silverio	Grasso	1990-09-15	IUBYYW35F09Y552P	2019-08-17	625004	luna.sartori@hotmail.com	2025-07-17
2397	53	Vania	Guerra	1990-09-14	EZZRMN58O64U304A	2021-03-14	622429	ibruno@fontana.net	2025-07-17
1979	25	Ubaldo	Galli	1990-09-12	GNYFTP14E12E794J	2018-12-26	622011	fiorentino49@libero.it	2025-07-17
4313	7	Anastasio	Barone	1990-09-09	OEUCCX11B10Y282Y	2019-12-17	624345	sibilla.marino@yahoo.com	2025-07-17
3479	49	Maruska	Barone	1990-09-07	HQTHGC20J16T421F	2019-01-29	623511	igrasso@grassi.com	2025-07-17
359	2	Harry	Riva	1990-09-03	FLFQUM03P76T235N	2018-06-12	620391	hcaputo@ferraro.com	2025-07-17
365	67	Ursula	Sanna	1990-09-02	UWSWJL98Y56C153N	2018-11-20	620397	vgreco@mancini.com	2025-07-17
217	16	Marieva	Mariani	1990-08-30	CRKYAI63Z72H930S	2020-12-13	620249	wgrassi@mariani.net	2025-07-17
638	5	Marcella	De rosa	1990-08-29	IQDFNY14D55U297S	2018-09-11	620670	assia.palumbo@libero.it	2025-07-17
3760	26	Bibiana	Neri	1990-08-28	FZGUSZ40R71E465J	2018-12-15	623792	gallo.lorenzo@yahoo.com	2025-07-17
3718	20	Irene	Morelli	1990-08-26	XKKBWO51D05J706U	2020-11-17	623750	ferretti.gilda@bianco.org	2025-07-17
4284	39	Raniero	Ruggiero	1990-08-26	LBNTCW60V96R336A	2019-08-18	624316	sala.raoul@hotmail.com	2025-07-17
1190	57	Gianmarco	Rizzo	1990-08-26	EZPZHW06V87Z409D	2018-11-07	621222	ebellini@yahoo.it	2025-07-17
3882	48	Gavino	Conte	1990-08-19	QVPHYU50U61B338H	2020-01-08	623914	lcosta@derosa.net	2025-07-17
1214	40	Miriana	Negri	1990-08-15	HKIPIX45A01G163V	2020-09-24	621246	germano18@ferri.com	2025-07-17
2407	15	Rita	Valentini	1990-08-14	UKHNDX66K97I203D	2021-02-11	622439	iparisi@bruno.it	2025-07-17
4242	2	Ivano	Longo	1990-08-13	NXXFBL94J18P949D	2021-04-04	624274	pagano.maika@libero.it	2025-07-17
247	14	Marco	Bruno	1990-08-12	EPSWUQ63H25I670E	2020-06-08	620279	ubaldo70@damico.it	2025-07-17
320	72	Fabiano	Riva	1990-08-11	UYVLCP51Y15P902L	2019-10-10	620352	miriam.lombardi@benedetti.org	2025-07-17
4897	1	Carlo	Fontana	1990-08-10	UAZJHI97G46W157O	2018-09-27	624929	naomi.palumbo@rossi.org	2025-07-17
919	66	Secondo	Lombardo	1990-08-09	OPZDMU62P86F655U	2021-03-21	620951	bbarone@sartori.net	2025-07-17
2028	32	Rosalino	Messina	1990-08-05	ZNDKSG60A81S569Z	2020-05-07	622060	felicia80@yahoo.it	2025-07-17
4914	16	Ivano	Gallo	1990-08-04	HGVHOP45R16G539V	2018-09-30	624946	zelida47@yahoo.com	2025-07-17
1572	61	Ruth	Guerra	1990-07-31	UAEVLN07P28Z561C	2020-12-10	621604	demi08@rossi.it	2025-07-17
582	41	Augusto	Costantini	1990-07-31	FPQBKO39S99H539Q	2018-06-26	620614	radio21@grassi.com	2025-07-17
4044	42	Davis	Caruso	1990-07-28	LRIZFX35V95A753Z	2021-02-23	624076	riva.davide@yahoo.com	2025-07-17
4360	50	Jelena	Montanari	1990-07-27	YMYDTY40F06U075G	2020-10-31	624392	colombo.gerlando@yahoo.it	2025-07-17
4613	55	Valdo	Monti	1990-07-27	EOCYBU51C01G153T	2019-10-21	624645	rocco.sartori@yahoo.it	2025-07-17
3522	16	Timothy	Marino	1990-07-25	CPAFTB71C52Q471Z	2021-05-16	623554	antonino.piras@esposito.org	2025-07-17
1497	64	Olimpia	Serra	1990-07-25	XBUCEI78Y30G117T	2020-04-01	621529	vitale.noel@esposito.it	2025-07-17
2763	75	Monia	Galli	1990-07-19	EHEBAS76W43N388S	2020-08-18	622795	moretti.gelsomina@grassi.org	2025-07-17
3894	71	Egisto	Longo	1990-07-18	QOJPWF79J43U384H	2021-04-28	623926	fatima04@hotmail.com	2025-07-17
1181	23	Enrica	Bruno	1990-07-13	JBYZPU73J22J109U	2021-04-23	621213	qgrassi@yahoo.it	2025-07-17
4571	45	Ingrid	Pagano	1990-07-12	BQIMBG48O40R286L	2021-01-30	624603	abarbieri@conti.it	2025-07-17
4511	37	Leonardo	Pellegrino	1990-07-11	INMMYK92C33X493N	2020-03-23	624543	gastone.silvestri@rossetti.net	2025-07-17
1007	61	Oreste	Bianco	1990-07-08	VVBTJU54P76X363N	2021-04-18	621039	alan.colombo@yahoo.com	2025-07-17
1486	17	Ethan	Neri	1990-07-08	XNCKTH78F26W131H	2019-12-23	621518	ipiras@libero.it	2025-07-17
2779	26	Assia	Morelli	1990-07-07	WQYQHX33Z50R678E	2018-12-16	622811	ffiore@email.it	2025-07-17
1739	4	Raniero	De rosa	1990-07-04	ORXOEI75M49L732L	2019-06-12	621771	joannes.sartori@yahoo.it	2025-07-17
2459	59	Samira	D'angelo	1990-06-28	SDAIYB76D36C025J	2018-06-27	622491	marvin95@vitale.it	2025-07-17
1291	23	Iacopo	Sorrentino	1990-06-20	MNITJF41I07V836B	2018-12-05	621323	giulietta49@yahoo.com	2025-07-17
4072	44	Adriano	Sanna	1990-06-16	KYUZTP79Z66B214K	2020-09-15	624104	germano.dangelo@yahoo.com	2025-07-17
787	63	Laura	Coppola	1990-06-11	IZINQY50C42J452U	2020-05-17	620819	rinaldi.brigitta@marchetti.com	2025-07-17
2615	64	Cleros	Santoro	1990-06-08	AELOSN94P60A939J	2019-08-15	622647	dferri@morelli.net	2025-07-17
710	39	Egisto	Amato	1990-06-07	SZSUWA12R81D485V	2020-08-24	620742	qgallo@libero.it	2025-07-17
3498	71	Claudia	Lombardi	1990-06-02	UUMJGO25L22C345I	2018-10-31	623530	ybianchi@libero.it	2025-07-17
1855	3	Erminia	Sala	1990-06-01	TZOSQM13M75Z551I	2021-01-17	621887	smoretti@barone.org	2025-07-17
1122	40	Kociss	De Angelis	1990-06-01	VQHNXM66A72G075Q	2021-04-24	621154	brigitta87@basile.it	2025-07-17
3116	60	Shaira	Grassi	1990-05-30	MWXZKG24P23U611A	2020-07-06	623148	laerte41@gmail.com	2025-07-17
2184	64	Morgana	Esposito	1990-05-30	TJCYCP93Q21T068O	2019-04-05	622216	xruggiero@bruno.it	2025-07-17
3868	69	Clea	Bellini	1990-05-30	PDGXXN04L56G048C	2021-02-21	623900	yago.moretti@yahoo.it	2025-07-17
2674	70	Primo	D'angelo	1990-05-25	SYRAPJ19H54Q380L	2020-02-16	622706	bianco.carmela@lombardi.com	2025-07-17
2232	21	Rudy	Caruso	1990-05-24	YDMXTM21L01X925U	2019-05-20	622264	sibilla55@yahoo.com	2025-07-17
