id	degree_id	name	surname	date_of_birth	fiscal_code	enrolment_date	registration_number	email	degree_name	department_name
2982	73	Piccarda	Benedetti	1993-08-31	BUYANK81O10M930C	2019-08-29	623014	sala.valdo@marchetti.net	Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	Dipartimento di Studi linguistici e letterari
3299	58	Primo	Benedetti	1989-04-26	NQKBVI78G59G552J	2019-07-07	623331	grazia.conte@serra.com	Corso di Laurea in Diritto dell'Economia	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2915	10	Rosalba	Benedetti	1983-09-10	VTRLCT26O89R060E	2019-03-23	622947	helga.neri@libero.it	Corso di Laurea Magistrale in Scienze della natura	Dipartimento di Biologia
3002	20	Ruth	Benedetti	1994-06-14	EDHRAN42A97R642V	2019-08-21	623034	gentile.enrico@serra.org	Corso di Laurea in Ingegneria Informatica	Dipartimento di Ingegneria dell'informazione
1527	40	Samira	Benedetti	1987-03-23	KHAPLJ79T15W282L	2019-04-19	621559	fortunata.milani@neri.it	Corso di Laurea in Igiene Dentale	Dipartimento di Neuroscienze
4749	13	Sarita	Benedetti	1992-10-16	SYWNMN12A03K433F	2021-06-07	624781	yago.farina@costa.com	Corso di Laurea Magistrale in Astronomia	Dipartimento di Fisica e astronomia
440	2	Thea	Benedetti	1975-10-30	MBNNWZ50K97O798R	2019-10-07	620472	celeste.mazza@gallo.com	Corso di Laurea in Biologia molecolare	Dipartimento di Biologia
2424	75	Timoteo	Benedetti	1988-05-08	KHFAUP10Z07S230A	2018-10-31	622456	anselmo44@piras.it	Corso di Laurea Magistrale in Strategie di Comunicazione	Dipartimento di Studi linguistici e letterari
4535	39	Ursula	Benedetti	1972-02-11	OTWQRG88P61C176P	2020-03-13	624567	eufemia.martini@email.it	Corso di Laurea in Fisioterapia	Dipartimento di Neuroscienze
2313	8	Walter	Benedetti	1980-11-08	BAQUKG46G29H335S	2021-02-19	622345	vmessina@negri.com	Corso di Laurea Magistrale in Biologia sanitaria	Dipartimento di Biologia
237	67	Walter	Benedetti	2000-09-04	WVKDPH52D76P821A	2020-05-27	620269	teseo84@hotmail.com	Corso di Laurea in Statistica per le Tecnologie e le Scienze	Dipartimento di Scienze statistiche
1079	65	Xavier	Benedetti	1983-08-26	GGLFDK51Z03N013U	2018-12-06	621111	galli.moreno@hotmail.com	Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	Dipartimento di Scienze politiche, giuridiche e studi internazionali
4271	3	Albino	Bernardi	1987-05-23	HIBZKL33N52T399Z	2020-12-31	624303	selvaggia.benedetti@yahoo.com	Corso di Laurea in Biotecnologie	Dipartimento di Biologia
4732	56	Alessandro	Bernardi	1980-09-12	ZIGXLO75Q20G017S	2020-12-02	624764	mariagiulia79@hotmail.com	Corso di Laurea Magistrale in Entrepreneurship and Innovation	Dipartimento di Scienze economiche e aziendali
2617	71	Antonino	Bernardi	1989-02-02	FNZPKR08X22A452U	2020-04-21	622649	smonti@desantis.net	Corso di Laurea Magistrale in Filologia Moderna	Dipartimento di Studi linguistici e letterari
227	53	Celeste	Bernardi	1987-12-01	AUISJD03C34L671E	2020-04-06	620259	hvalentini@barbieri.it	Corso di Laurea in Economia	Dipartimento di Scienze economiche e aziendali
917	4	Cira	Bernardi	2000-05-29	OXHHBK64E54G971G	2018-12-14	620949	efabbri@farina.it	Corso di Laurea in Scienze naturali	Dipartimento di Biologia
4724	18	Ciro	Bernardi	1976-06-26	PUTUGN03K96Y659N	2018-12-15	624756	battista44@farina.it	Corso di Laurea Magistrale in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
3238	37	Damiana	Bernardi	1984-11-11	DFPDKJ88N73Y604W	2021-05-10	623270	ettore.pellegrino@coppola.net	Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	Dipartimento di Medicina
1745	17	Damiana	Bernardi	1976-06-29	JBJLCB91X23F337N	2020-10-30	621777	kris13@yahoo.it	Corso di Laurea in Ingegneria Edile - Architettura	Dipartimento di Ingegneria civile, edile e ambientale
4653	60	Danny	Bernardi	2000-12-08	KKBVII01G27Y959T	2018-11-11	624685	elsa10@sanna.net	Corso di Laurea in Relazioni Internazionali e Diritti Umani	Dipartimento di Scienze politiche, giuridiche e studi internazionali
3431	6	Doriana	Bernardi	1996-12-07	NTDDEV07W36Y609T	2019-03-02	623463	tcolombo@gmail.com	Corso di Laurea Magistrale in Biologia marina	Dipartimento di Biologia
3874	54	Egisto	Bernardi	1972-04-21	VTGTBZ01W84Q215E	2020-07-28	623906	damico.benedetta@fabbri.it	Corso di Laurea Magistrale in Business Administration	Dipartimento di Scienze economiche e aziendali
1404	32	Erminia	Bernardi	1993-02-09	VIUSYJ94R49B299K	2021-04-08	621436	gentile.antonino@hotmail.com	Corso di Laurea in Dietistica	Dipartimento di Medicina
515	23	Erminio	Bernardi	1996-01-05	SYRBJV61A95Y280V	2018-11-21	620547	joseph06@yahoo.it	Corso di Laurea Magistrale in Bioingegneria	Dipartimento di Ingegneria dell'informazione
1013	46	Gaetano	Bernardi	1996-10-20	MSDPRH72B93G493V	2020-01-28	621045	neri.battaglia@gmail.com	Corso di Laurea in Chimica Industriale	Dipartimento di Scienze chimiche
4449	39	Giacinta	Bernardi	1991-05-15	EOGTGH76U22N445O	2020-04-01	624481	timothy27@libero.it	Corso di Laurea in Fisioterapia	Dipartimento di Neuroscienze
575	34	Gianleonardo	Bernardi	1975-02-16	ZUZBZP21B86W918Z	2020-03-31	620607	fiore.mercedes@libero.it	Corso di Laurea in Tecniche di Laboratorio Biomedico	Dipartimento di Medicina
2608	56	Giovanna	Bernardi	1996-08-19	STCUTD26K91W352W	2018-11-16	622640	caio.mazza@amato.org	Corso di Laurea Magistrale in Entrepreneurship and Innovation	Dipartimento di Scienze economiche e aziendali
3415	54	Giulietta	Bernardi	2001-03-13	YHBQOB65I66Q302J	2020-05-19	623447	irene57@palmieri.it	Corso di Laurea Magistrale in Business Administration	Dipartimento di Scienze economiche e aziendali
3365	7	Helga	Bernardi	1975-09-29	ZNITHJ32C77Z089T	2020-11-23	623397	mariagiulia87@gmail.com	Corso di Laurea Magistrale in Biologia molecolare	Dipartimento di Biologia
1515	30	Ileana	Bernardi	1977-01-22	VDHADL54S67U024W	2020-09-23	621547	miriam49@libero.it	Corso di Laurea Magistrale in Matematica	Dipartimento di Matematica
4863	20	Ippolito	Bernardi	1977-03-12	SNTVOQ79G19I724V	2019-01-07	624895	ninfa.pagano@email.it	Corso di Laurea in Ingegneria Informatica	Dipartimento di Ingegneria dell'informazione
1440	38	Ivonne	Bernardi	1986-04-14	JRDTFV21D22A714P	2020-07-12	621472	mirko99@ruggiero.org	Corso di Laurea in Educazione Professionale	Dipartimento di Neuroscienze
3791	31	Kayla	Bernardi	1986-03-07	HPBVLU93I16C690C	2020-05-02	623823	arturo54@sartori.com	Corso di Laurea Magistrale in Informatica	Dipartimento di Matematica
4569	71	Kayla	Bernardi	1974-04-18	WALCTK55O76K222K	2019-10-17	624601	gelsomina99@libero.it	Corso di Laurea Magistrale in Filologia Moderna	Dipartimento di Studi linguistici e letterari
2903	74	Laura	Bernardi	1993-02-09	DLLIXJ06D08U551H	2018-07-15	622935	ethan.sorrentino@gmail.com	Corso di Laurea Magistrale in Linguistica	Dipartimento di Studi linguistici e letterari
223	54	Lia	Bernardi	1974-12-24	YMQVYJ91X56M622A	2018-12-18	620255	carbone.caligola@gmail.com	Corso di Laurea Magistrale in Business Administration	Dipartimento di Scienze economiche e aziendali
368	2	Mariano	Bernardi	2001-06-19	FBFCLE91Q31T467O	2020-06-28	620400	lamberto52@libero.it	Corso di Laurea in Biologia molecolare	Dipartimento di Biologia
3110	73	Marieva	Bernardi	2002-04-15	WEIDKJ29Q74R726F	2019-07-20	623142	gallo.odino@dangelo.com	Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	Dipartimento di Studi linguistici e letterari
152	37	Maruska	Bernardi	1989-09-17	LQOCCZ68R12K601H	2018-09-21	620184	ferraro.carlo@galli.net	Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	Dipartimento di Medicina
4187	10	Maruska	Bernardi	1993-01-16	KWYRLA24K30R115U	2019-03-12	624219	lamberto69@martini.net	Corso di Laurea Magistrale in Scienze della natura	Dipartimento di Biologia
1660	62	Mattia	Bernardi	1974-07-25	BUELQE85G15D077D	2020-04-01	621692	rosalino.amato@email.it	Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	Dipartimento di Scienze politiche, giuridiche e studi internazionali
590	55	Max	Bernardi	1974-02-23	AHAHPP58M15K191J	2020-05-17	620622	ingrid.russo@russo.com	Corso di Laurea Magistrale in Economics and Finance	Dipartimento di Scienze economiche e aziendali
3879	18	Omar	Bernardi	1984-06-25	ZIHPCJ36Z08S100P	2021-06-02	623911	teseo.longo@yahoo.com	Corso di Laurea Magistrale in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
4605	39	Omar	Bernardi	1985-10-18	VVSDKI27Z93U457K	2019-01-01	624637	conti.mariagiulia@galli.it	Corso di Laurea in Fisioterapia	Dipartimento di Neuroscienze
3505	11	Ortensia	Bernardi	1987-07-02	GDRIRA03K67I249T	2018-10-14	623537	rita20@dangelo.it	Corso di Laurea in Astronomia	Dipartimento di Fisica e astronomia
3107	37	Rocco	Bernardi	1988-02-21	SSWFFN36H99X417N	2020-08-19	623139	sorrentino.secondo@gmail.com	Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	Dipartimento di Medicina
4823	59	Sandro	Bernardi	1999-09-22	CXBUKR69D50W631T	2019-07-05	624855	ruggiero.serse@email.it	Corso di Laurea in Scienze Politiche	Dipartimento di Scienze politiche, giuridiche e studi internazionali
748	63	Sue ellen	Bernardi	2000-02-02	HUBRQI87X42T389W	2020-11-05	620780	costantino.donati@parisi.it	Corso di Laurea Magistrale in Innovazione e Servizio Sociale	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2891	73	Terzo	Bernardi	1997-01-02	AGKEJI66A45E235V	2018-11-02	622923	giacinta.romano@orlando.net	Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	Dipartimento di Studi linguistici e letterari
2800	5	Tolomeo	Bernardi	1999-08-05	JGKBSG43Z02H894G	2021-04-22	622832	eufemia.vitali@yahoo.it	Corso di Laurea Magistrale in Biologia evoluzionistica	Dipartimento di Biologia
1626	46	Trevis	Bernardi	1971-07-26	JFFDZN94B43S728R	2021-03-31	621658	ethan.martino@orlando.it	Corso di Laurea in Chimica Industriale	Dipartimento di Scienze chimiche
2124	4	Ursula	Bernardi	2001-11-04	DCWSMJ97K23C687D	2020-11-17	622156	umariani@email.it	Corso di Laurea in Scienze naturali	Dipartimento di Biologia
1538	68	Valdo	Bernardi	1986-05-02	JUGPLU79K65Y741D	2018-06-24	621570	arduino.fiore@caputo.com	Corso di Laurea Magistrale in Scienze Statistiche	Dipartimento di Scienze statistiche
4910	35	Vania	Bernardi	1996-12-23	QXHAFJ57F28A290I	2020-05-13	624942	wguerra@amato.com	Corso di Laurea in Tecniche di Radiologia Medica	Dipartimento di Medicina
3344	19	Walter	Bernardi	1979-11-16	SAUFHA50L06O139R	2020-03-16	623376	acolombo@yahoo.it	Corso di Laurea in Ingegneria dell'Informazione	Dipartimento di Ingegneria dell'informazione
2221	19	Zelida	Bernardi	2002-01-01	FARYIF52A25J498K	2021-03-22	622253	wleone@gmail.com	Corso di Laurea in Ingegneria dell'Informazione	Dipartimento di Ingegneria dell'informazione
4	55	Alan	Bianchi	1991-02-09	PPTBJS10M72R784W	2018-11-28	620036	nbianchi@grasso.org	Corso di Laurea Magistrale in Economics and Finance	Dipartimento di Scienze economiche e aziendali
3569	9	Alberto	Bianchi	1982-09-17	SIMINP87P29S556D	2020-11-30	623601	yrizzi@yahoo.com	Corso di Laurea Magistrale in Biotecnologie industriali	Dipartimento di Biologia
4361	16	Antonino	Bianchi	1976-02-29	JBNVRU52B24U201I	2019-01-24	624393	wcattaneo@rossi.it	Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	Dipartimento di Ingegneria civile, edile e ambientale
3627	61	Arduino	Bianchi	1983-09-04	TMUXZG15N68T239I	2021-01-05	623659	omarino@yahoo.com	Corso di Laurea Magistrale in European and Global Studies	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2255	23	Aroldo	Bianchi	2000-03-16	MZKQFL76A00U475T	2019-09-06	622287	ssorrentino@caruso.org	Corso di Laurea Magistrale in Bioingegneria	Dipartimento di Ingegneria dell'informazione
633	24	Boris	Bianchi	1978-05-24	FEWXXK42R79W777H	2021-05-10	620665	harry.bianco@gatti.net	Corso di Laurea Magistrale in Ingegneria dell'Automazione	Dipartimento di Ingegneria dell'informazione
4920	3	Cassiopea	Bianchi	1984-01-30	TBSCCQ94T46X058K	2020-10-30	624952	bdonati@carbone.it	Corso di Laurea in Biotecnologie	Dipartimento di Biologia
2263	57	Celeste	Bianchi	1981-05-31	CALODY08B78G000X	2019-04-24	622295	nayade.derosa@hotmail.com	Corso di Laurea Magistrale in Economia e Diritto	Dipartimento di Scienze economiche e aziendali
4154	14	Danny	Bianchi	1997-01-08	QWYRBK34T01C031B	2018-11-16	624186	bruno.luna@yahoo.com	Corso di Laurea Magistrale in Fisica	Dipartimento di Fisica e astronomia
2919	74	Dante	Bianchi	1999-03-22	BIALZL51T27O701U	2018-09-22	622951	monti.morgana@hotmail.com	Corso di Laurea Magistrale in Linguistica	Dipartimento di Studi linguistici e letterari
3298	52	Davis	Bianchi	1987-04-09	MMHVZG35T20K434G	2018-09-04	623330	marchetti.cira@hotmail.com	Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	Dipartimento di Scienze chimiche
3293	4	Demi	Bianchi	1991-11-12	CLUAJG96N26N873O	2020-11-19	623325	gregorio.lombardi@hotmail.com	Corso di Laurea in Scienze naturali	Dipartimento di Biologia
1993	56	Doriana	Bianchi	1986-03-14	TICZSF46W78E002Z	2021-02-21	622025	fdangelo@yahoo.it	Corso di Laurea Magistrale in Entrepreneurship and Innovation	Dipartimento di Scienze economiche e aziendali
971	33	Erminia	Bianchi	1994-05-04	XOHQKG51R30J013A	2019-08-23	621003	rlongo@mancini.it	Corso di Laurea in Infermieristica	Dipartimento di Medicina
3931	19	Eufemia	Bianchi	1986-11-26	HHNAIU18J51D087T	2019-10-05	623963	zaccaria61@yahoo.com	Corso di Laurea in Ingegneria dell'Informazione	Dipartimento di Ingegneria dell'informazione
3318	71	Felicia	Bianchi	1980-06-05	FVOUYL33C24W445U	2020-10-20	623350	cesidia70@moretti.com	Corso di Laurea Magistrale in Filologia Moderna	Dipartimento di Studi linguistici e letterari
3643	1	Fortunata	Bianchi	1990-05-02	TXNPCJ26N37B979H	2019-06-23	623675	amato.evangelista@yahoo.com	Corso di Laurea in Biologia	Dipartimento di Biologia
41	18	Furio	Bianchi	1973-07-24	COPXDI63X02H348G	2020-07-17	620073	ferri.pacifico@ricci.it	Corso di Laurea Magistrale in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
1834	6	Giacinta	Bianchi	1989-07-17	FQWGBG98N00K975L	2019-08-18	621866	pellegrini.assia@yahoo.com	Corso di Laurea Magistrale in Biologia marina	Dipartimento di Biologia
4635	43	Giacinta	Bianchi	1986-05-19	LERADE12X63H197R	2019-05-06	624667	giovanna08@gmail.com	Corso di Laurea in Tecniche di Neurofisiopatologia	Dipartimento di Neuroscienze
2884	67	Gilda	Bianchi	1989-12-29	SFTKFY32R81G206B	2019-11-30	622916	sanna.eriberto@pellegrino.it	Corso di Laurea in Statistica per le Tecnologie e le Scienze	Dipartimento di Scienze statistiche
4515	2	Ippolito	Bianchi	1986-05-17	GXDNIV74L57G165W	2019-10-03	624547	gentile.gianriccardo@morelli.it	Corso di Laurea in Biologia molecolare	Dipartimento di Biologia
1164	12	Irene	Bianchi	1983-11-09	EAAOQA83A89U442P	2021-03-31	621196	jlombardo@vitali.net	Corso di Laurea in Fisica	Dipartimento di Fisica e astronomia
783	50	Lazzaro	Bianchi	1985-09-14	OCIAWC09Y73W521J	2019-04-02	620815	piccarda.barbieri@ferretti.org	Corso di Laurea Magistrale in Chimica Industriale	Dipartimento di Scienze chimiche
839	25	Luce	Bianchi	1973-08-11	WNMCGT95F78I948V	2019-07-31	620871	kris.vitale@negri.net	Corso di Laurea Magistrale in Ingegneria Elettronica	Dipartimento di Ingegneria dell'informazione
176	63	Marvin	Bianchi	1972-01-13	HFZAMO21L96D435P	2019-06-16	620208	alessio.parisi@hotmail.com	Corso di Laurea Magistrale in Innovazione e Servizio Sociale	Dipartimento di Scienze politiche, giuridiche e studi internazionali
2974	74	Marvin	Bianchi	2000-01-11	OZXVFH99W32X876F	2019-04-01	623006	xpiras@pellegrini.net	Corso di Laurea Magistrale in Linguistica	Dipartimento di Studi linguistici e letterari
651	64	Mietta	Bianchi	1999-05-05	LSSDEM15M86Q351S	2020-10-13	620683	cassiopea43@yahoo.com	Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	Dipartimento di Scienze politiche, giuridiche e studi internazionali
1422	44	Mietta	Bianchi	2000-12-21	ZRWHBU46W00V409R	2020-08-15	621454	caligola36@bellini.it	Corso di Laurea Magistrale in Odontoiatria e Protesi Dentaria	Dipartimento di Neuroscienze
1322	58	Mirko	Bianchi	1983-01-14	RQUFRQ28E46X480I	2019-09-03	621354	folco02@pagano.net	Corso di Laurea in Diritto dell'Economia	Dipartimento di Scienze politiche, giuridiche e studi internazionali
1797	37	Moreno	Bianchi	2001-12-28	ZWNHFC38O36D233C	2020-02-20	621829	umarino@giuliani.it	Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	Dipartimento di Medicina
2581	68	Nadir	Bianchi	1988-06-05	ZBREUR11Z99N027Z	2020-11-04	622613	ericci@hotmail.com	Corso di Laurea Magistrale in Scienze Statistiche	Dipartimento di Scienze statistiche
2736	47	Noemi	Bianchi	1994-11-01	KIXEGG45C20P101J	2020-01-16	622768	emilia.pellegrino@yahoo.it	Corso di Laurea in Scienza dei Materiali	Dipartimento di Scienze chimiche
3982	36	Noemi	Bianchi	1991-12-10	URBOWK61C39K607J	2020-06-01	624014	violante40@martini.com	Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	Dipartimento di Medicina
3398	41	Noemi	Bianchi	2000-08-22	VPIYNY96R16T583X	2018-08-16	623430	rosalba.martinelli@yahoo.com	Corso di Laurea in Logopedia	Dipartimento di Neuroscienze
3452	40	Noemi	Bianchi	1986-05-15	XKOVSN25D25V035L	2021-01-13	623484	jmarchetti@lombardi.com	Corso di Laurea in Igiene Dentale	Dipartimento di Neuroscienze
4968	56	Nunzia	Bianchi	1991-10-21	QGFDBL63E55V998K	2019-01-13	625000	lruggiero@yahoo.it	Corso di Laurea Magistrale in Entrepreneurship and Innovation	Dipartimento di Scienze economiche e aziendali
2399	21	Omar	Bianchi	1972-12-12	CTNHTY72K65P342P	2020-12-10	622431	miriana.cattaneo@email.it	Corso di Laurea in Ingegneria Biomedica	Dipartimento di Ingegneria dell'informazione
1453	47	Prisca	Bianchi	1982-04-20	GZBZCR22S98G154Q	2020-01-24	621485	walter.gallo@palumbo.net	Corso di Laurea in Scienza dei Materiali	Dipartimento di Scienze chimiche
1078	6	Quasimodo	Bianchi	1975-10-23	HFAGYI53B01Y236R	2018-09-28	621110	gesposito@damico.it	Corso di Laurea Magistrale in Biologia marina	Dipartimento di Biologia
1430	8	Radames	Bianchi	1984-09-13	KPSJUD90J49T856W	2019-10-09	621462	demis.palumbo@basile.com	Corso di Laurea Magistrale in Biologia sanitaria	Dipartimento di Biologia
1535	64	Rosita	Bianchi	1973-05-24	QUOZHZ57J80T335Q	2020-05-30	621567	bacchisio20@yahoo.it	Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	Dipartimento di Scienze politiche, giuridiche e studi internazionali
3291	54	Rufo	Bianchi	1977-10-15	REPGAM62U80F647X	2019-03-06	623323	loris.deluca@messina.com	Corso di Laurea Magistrale in Business Administration	Dipartimento di Scienze economiche e aziendali
1358	30	Tazio	Bianchi	1999-09-16	KMPKLN65W16H727P	2020-06-06	621390	arduino.riva@hotmail.com	Corso di Laurea Magistrale in Matematica	Dipartimento di Matematica
466	22	Trevis	Bianchi	1982-09-01	BWNXWZ68A28A116Z	2020-02-22	620498	giordano.nicoletta@yahoo.it	Corso di Laurea in Ingegneria Elettronica	Dipartimento di Ingegneria dell'informazione
2165	2	Valdo	Bianchi	1996-05-28	TVVMJO81J56E933F	2018-06-18	622197	galli.domingo@email.it	Corso di Laurea in Biologia molecolare	Dipartimento di Biologia
1880	60	Yago	Bianchi	1994-07-07	KXKDHL80I80C974D	2021-01-09	621912	gallo.quarto@libero.it	Corso di Laurea in Relazioni Internazionali e Diritti Umani	Dipartimento di Scienze politiche, giuridiche e studi internazionali
1551	18	Abramo	Bianco	1993-06-09	TQHGJV71W83U792N	2019-06-22	621583	lazzaro47@gmail.com	Corso di Laurea Magistrale in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
3883	25	Antonio	Bianco	1983-01-04	UTGINK37E14U830H	2018-06-22	623915	pbianco@bianchi.com	Corso di Laurea Magistrale in Ingegneria Elettronica	Dipartimento di Ingegneria dell'informazione
1376	52	Artemide	Bianco	1990-12-21	YKIZWI45D57V431Z	2019-08-19	621408	donati.vania@gmail.com	Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	Dipartimento di Scienze chimiche
315	11	Ausonio	Bianco	1992-03-02	DPUGFB45A04T773O	2021-06-03	620347	giancarlo20@riva.com	Corso di Laurea in Astronomia	Dipartimento di Fisica e astronomia
1290	53	Damiana	Bianco	1986-12-30	ZUESUX87R21B592W	2019-02-18	621322	zaccaria.martino@valentini.it	Corso di Laurea in Economia	Dipartimento di Scienze economiche e aziendali
4628	16	Danny	Bianco	1990-03-05	OIHSKK93C84J608D	2018-12-14	624660	unegri@hotmail.com	Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	Dipartimento di Ingegneria civile, edile e ambientale
4026	16	Deborah	Bianco	1978-11-13	SDSDNQ28E59U388Y	2020-05-03	624058	giacobbe27@yahoo.it	Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	Dipartimento di Ingegneria civile, edile e ambientale
4390	39	Demis	Bianco	1988-07-06	VMTITB81M67X715U	2018-10-02	624422	romeo00@conte.org	Corso di Laurea in Fisioterapia	Dipartimento di Neuroscienze
470	53	Demis	Bianco	1995-01-23	LEMMUF78H21U457Y	2020-04-14	620502	zmariani@martino.it	Corso di Laurea in Economia	Dipartimento di Scienze economiche e aziendali
1711	74	Elga	Bianco	1971-09-23	FNYNUF72E79V964F	2019-10-28	621743	siro.donati@hotmail.com	Corso di Laurea Magistrale in Linguistica	Dipartimento di Studi linguistici e letterari
664	22	Elio	Bianco	1991-12-20	HQUWTV69Z43O244S	2019-05-05	620696	psilvestri@yahoo.it	Corso di Laurea in Ingegneria Elettronica	Dipartimento di Ingegneria dell'informazione
4458	26	Evita	Bianco	1994-03-15	UGKVGR54V84L718W	2018-10-15	624490	yferri@yahoo.it	Corso di Laurea Magistrale in Ingegneria Informatica	Dipartimento di Ingegneria dell'informazione
4579	52	Fabio	Bianco	1997-08-28	PCYHAE35Q08Q416E	2019-08-17	624611	iconti@gmail.com	Corso di Laurea Magistrale in Scienze e Tecnologie per l'Ambiente	Dipartimento di Scienze chimiche
1090	40	Fiorentino	Bianco	1975-10-31	IEABEC62E38S486E	2018-06-28	621122	bianchi.donatella@giordano.it	Corso di Laurea in Igiene Dentale	Dipartimento di Neuroscienze
3060	13	Fortunata	Bianco	1984-06-15	LISRHP66O81Z061O	2020-03-03	623092	sibilla75@yahoo.com	Corso di Laurea Magistrale in Astronomia	Dipartimento di Fisica e astronomia
2832	36	Fortunata	Bianco	1992-04-29	TBMMUW29I20N840G	2019-04-18	622864	jarno.esposito@yahoo.com	Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	Dipartimento di Medicina
161	67	Gelsomina	Bianco	1997-04-02	ADUYFW05K59F981Q	2018-11-27	620193	ruth99@libero.it	Corso di Laurea in Statistica per le Tecnologie e le Scienze	Dipartimento di Scienze statistiche
2545	13	Giacinto	Bianco	1976-02-13	LTWWWN96P05Y725A	2020-04-03	622577	clea.negri@gmail.com	Corso di Laurea Magistrale in Astronomia	Dipartimento di Fisica e astronomia
1173	5	Gianantonio	Bianco	1983-01-06	PABQDY43T90F476O	2019-01-30	621205	maristella37@gmail.com	Corso di Laurea Magistrale in Biologia evoluzionistica	Dipartimento di Biologia
4808	10	Gianleonardo	Bianco	1971-07-07	HLFJAN78J82D662K	2020-11-07	624840	hpellegrino@gmail.com	Corso di Laurea Magistrale in Scienze della natura	Dipartimento di Biologia
2506	29	Gianriccardo	Bianco	2001-08-01	CWOCLB40J09D500I	2020-03-28	622538	fferri@hotmail.com	Corso di Laurea in Informatica	Dipartimento di Matematica
369	64	Guendalina	Bianco	1992-11-05	CKTBDE80S99Y057D	2019-06-04	620401	silverio.vitali@hotmail.com	Corso di Laurea Magistrale in Relazioni Internazionali e Diplomazia	Dipartimento di Scienze politiche, giuridiche e studi internazionali
3462	61	Guido	Bianco	1982-09-12	FEWXNF27Z07A890D	2019-05-09	623494	serse.russo@gmail.com	Corso di Laurea Magistrale in European and Global Studies	Dipartimento di Scienze politiche, giuridiche e studi internazionali
1025	34	Ione	Bianco	1978-08-01	GYJCMT38Z42I532U	2018-06-24	621057	mietta25@marino.it	Corso di Laurea in Tecniche di Laboratorio Biomedico	Dipartimento di Medicina
1737	16	Jelena	Bianco	1993-12-23	YXMJQK33C98M993V	2019-04-09	621769	egidio46@yahoo.com	Corso di Laurea in Ingegneria per l'Ambiente e il Territorio	Dipartimento di Ingegneria civile, edile e ambientale
4328	57	Liborio	Bianco	2001-10-10	QDCTLF87U13V307V	2019-07-20	624360	samira09@grassi.org	Corso di Laurea Magistrale in Economia e Diritto	Dipartimento di Scienze economiche e aziendali
3166	18	Lisa	Bianco	1983-06-27	YPVBUK67F74R670M	2018-12-08	623198	marieva.rizzo@fiore.com	Corso di Laurea Magistrale in Ingegneria Civile	Dipartimento di Ingegneria civile, edile e ambientale
974	66	Loris	Bianco	1991-04-17	ETMUPZ57K59L286X	2020-11-13	621006	renato41@russo.it	Corso di Laurea in Statistica per l'Economia e l'Impresa	Dipartimento di Scienze statistiche
966	31	Maika	Bianco	1974-09-19	MCESBV57M97P980F	2021-01-06	620998	samira31@yahoo.it	Corso di Laurea Magistrale in Informatica	Dipartimento di Matematica
306	3	Maika	Bianco	1990-01-04	GVOZOR19K65V944K	2019-11-21	620338	nmancini@yahoo.com	Corso di Laurea in Biotecnologie	Dipartimento di Biologia
2460	2	Manuele	Bianco	1990-10-16	ZMTQBT82G25S557M	2019-04-26	622492	serra.oretta@yahoo.com	Corso di Laurea in Biologia molecolare	Dipartimento di Biologia
881	21	Maruska	Bianco	1984-09-03	BSJMIW51Z25N826C	2021-03-05	620913	boris03@parisi.org	Corso di Laurea in Ingegneria Biomedica	Dipartimento di Ingegneria dell'informazione
3341	5	Marvin	Bianco	1987-01-26	SNXNUY90L90O340S	2020-12-17	623373	cesidia.ferretti@email.it	Corso di Laurea Magistrale in Biologia evoluzionistica	Dipartimento di Biologia
2108	45	Matilde	Bianco	1993-06-02	AWQBJH89I48Q730B	2018-10-16	622140	hgallo@yahoo.it	Corso di Laurea in Chimica	Dipartimento di Scienze chimiche
