corsi_di_laurea	corsi	id	name	surname	phone	email	office_address	office_number
Corso di Laurea Magistrale in Strategie di Comunicazione	qui vitae molestias	26	Carmelo	Benedetti	+39 010 391 127	rossetti.erminia@yahoo.it	Rotonda Martinelli 309	77
Corso di Laurea in Fisica	fugit odio sapiente	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea in Fisica	eum eos harum	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea Magistrale in Fisica	quo recusandae dignissimos	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea Magistrale in Ingegneria Elettronica	inventore provident molestiae	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea in Logopedia	sequi praesentium mollitia	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea in Scienza dei Materiali	voluptatem aliquam nam	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea in Economia	distinctio repellendus quis	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea Magistrale in Business Administration	provident nemo est	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea Magistrale in Economics and Finance	voluptatem perferendis repellendus	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea in Lingue, Letterature e Mediazione Culturale	sed non dolore	27	Clea	Ruggiero	NULL	etesta@negri.org	Strada Concetta 6	73
Corso di Laurea in Biotecnologie	aut perspiciatis officia	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea in Ingegneria Edile - Architettura	blanditiis necessitatibus enim	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea Magistrale in Bioingegneria	perferendis ipsa et	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea Magistrale in Ingegneria Elettronica	sequi quia delectus	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea in Matematica	dolor laborum optio	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea Magistrale in Informatica	distinctio numquam illum	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea in Tecniche di Laboratorio Biomedico	labore qui et	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea in Tecniche di Radiologia Medica	autem est maxime	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea Magistrale in Economia e Diritto	unde odit dolores	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea Magistrale in European and Global Studies	voluptatem sed reprehenderit	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	quisquam sed provident	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea Magistrale in Innovazione e Servizio Sociale	enim voluptate perferendis	28	Rudy	Fontana	NULL	lombardo.nestore@colombo.it	Piazza Aroldo 8 Appartamento 85	110
Corso di Laurea Magistrale in Biotecnologie industriali	eaque exercitationem non	29	Genziana	Ferrari	NULL	psorrentino@giordano.it	Contrada Rita 5 Appartamento 71	181
Corso di Laurea Magistrale in Ingegneria Elettronica	et magni voluptas	29	Genziana	Ferrari	NULL	psorrentino@giordano.it	Contrada Rita 5 Appartamento 71	181
Corso di Laurea in Tecniche di Neurofisiopatologia	quam quam non	29	Genziana	Ferrari	NULL	psorrentino@giordano.it	Contrada Rita 5 Appartamento 71	181
Corso di Laurea Magistrale in European and Global Studies	dolores vel officiis	29	Genziana	Ferrari	NULL	psorrentino@giordano.it	Contrada Rita 5 Appartamento 71	181
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	velit dicta voluptatem	29	Genziana	Ferrari	NULL	psorrentino@giordano.it	Contrada Rita 5 Appartamento 71	181
Corso di Laurea in Biotecnologie	necessitatibus tenetur vel	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Ingegneria Edile - Architettura	voluptatem consequatur ea	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea Magistrale in Ingegneria dell'Automazione	aut labore tempora	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Informatica	nemo beatae beatae	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Dietistica	ad vero in	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Dietistica	assumenda dolorum perspiciatis	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Fisioterapia	rerum quia dolore	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Logopedia	neque odio corrupti	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	minima aliquam numquam	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Diritto dell'Economia	nobis aut voluptas	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Relazioni Internazionali e Diritti Umani	vel et dolores	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Relazioni Internazionali e Diritti Umani	quaerat in ut	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea Magistrale in Scienze Statistiche	molestias animi vel	30	Cosetta	Palmieri	+39 382 251 589	dindo57@palmieri.it	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Astronomia	ut eum quia	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Ingegneria Informatica	ut dolorum soluta	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Ingegneria Biomedica	qui itaque sint	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Infermieristica	facere maiores iste	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea Magistrale in Scienze delle Professioni Sanitarie	dolorem voluptatem consequuntur	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Fisioterapia	nisi ullam molestiae	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Chimica	ab numquam voluptates	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Chimica	rerum dignissimos et	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Scienza dei Materiali	sapiente saepe porro	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Economia	cupiditate dolor et	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Scienze Politiche	molestiae earum deserunt	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Scienze Politiche	aliquid fugiat laboriosam	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Statistica per l'Economia e l'Impresa	voluptatem culpa animi	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Statistica per le Tecnologie e le Scienze	accusantium aut dicta	31	Fortunata	Giordano	047 385 7776	sferraro@esposito.org	Strada Concetta 6	33
Corso di Laurea in Biotecnologie	iste quidem aut	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea Magistrale in Biologia evoluzionistica	iusto consequatur ut	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea Magistrale in Biologia evoluzionistica	quia doloribus nulla	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Ingegneria Civile	ut perferendis sunt	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea Magistrale in Ingegneria Civile	ad voluptatem dolorem	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Ingegneria Elettronica	eligendi corrupti tempore	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Tecniche di Laboratorio Biomedico	ut veritatis magnam	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Fisioterapia	qui quasi recusandae	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Logopedia	molestias autem similique	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Logopedia	ut rerum maiores	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	unde veritatis a	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Tecniche di Neurofisiopatologia	doloribus temporibus cumque	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Scienza dei Materiali	consequatur rerum asperiores	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Relazioni Internazionali e Diritti Umani	numquam aspernatur nesciunt	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea Magistrale in European and Global Studies	omnis libero corrupti	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea Magistrale in Linguistica	molestiae distinctio quis	32	Maika	Barbieri	+39 029 178 871	zricci@parisi.org	Via Eusebio 167 Appartamento 28	60
Corso di Laurea in Biologia molecolare	aliquam aliquam et	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Biologia molecolare	ut tempore magni	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Biotecnologie	rerum inventore nihil	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Ingegneria Civile	enim perferendis autem	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea Magistrale in Ingegneria Civile	fugit molestiae earum	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Ingegneria Elettronica	dolorum officiis tempore	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Matematica	vel molestiae sed	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Informatica	et possimus assumenda	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Logopedia	illo incidunt et	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea Magistrale in Chimica	est in quasi	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea Magistrale in Chimica Industriale	temporibus tempore ipsam	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea Magistrale in Chimica Industriale	accusantium et voluptates	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea Magistrale in Chimica Industriale	voluptatem occaecati consectetur	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	eos est dolor	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Lettere	et eos adipisci	33	Cassiopea	Valentini	NULL	romeo94@battaglia.it	Contrada Rita 5 Appartamento 71	21
Corso di Laurea in Biologia	corporis enim doloremque	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Biologia	deserunt magni incidunt	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Scienze naturali	veritatis illo quia	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Biologia sanitaria	magnam assumenda aut	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Astronomia	et possimus quae	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Fisica	ut porro consequatur	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Ingegneria Civile	neque voluptas dolorum	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Ingegneria Informatica	natus et hic	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Ingegneria Informatica	voluptatibus omnis et	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Bioingegneria	sunt fuga qui	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Ingegneria dell'Automazione	est atque et	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Ingegneria dell'Automazione	quia aspernatur dolorum	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Ingegneria Elettronica	eligendi eius quos	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Dietistica	qui dignissimos quis	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Dietistica	atque et consectetur	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Scienze e Tecniche dell'Attività Motoria Preventiva e Adattata	rerum aperiam ducimus	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Igiene Dentale	et animi accusamus	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	non voluptatibus quia	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	enim id deserunt	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Business Administration	cupiditate at illum	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Statistica per l'Economia e l'Impresa	omnis quibusdam et	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Statistica per le Tecnologie e le Scienze	quas est repellat	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Lingue e Letterature Europee e Americane	voluptas sit aliquam	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea Magistrale in Lingue Moderne per la Comunicazione e la Cooperazione Internazionale	unde at voluptas	34	Elsa	Basile	NULL	dante49@battaglia.it	Rotonda Martinelli 309	43
Corso di Laurea in Biologia molecolare	suscipit quam et	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea Magistrale in Biologia molecolare	non aperiam ab	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea Magistrale in Ingegneria Elettronica	cum doloremque nostrum	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea Magistrale in Matematica	et iure natus	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea in Infermieristica	voluptate quos debitis	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea in Tecniche di Laboratorio Biomedico	eos enim cumque	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea in Tecnica della Riabilitazione Psichiatrica	aut ullam vero	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea in Tecniche di Neurofisiopatologia	recusandae at deserunt	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea in Scienze e Tecnologie per l'Ambiente	commodi suscipit perspiciatis	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea Magistrale in Chimica	voluptatem occaecati enim	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea Magistrale in Entrepreneurship and Innovation	et doloribus qui	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea in Relazioni Internazionali e Diritti Umani	ipsam sit ut	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea Magistrale in Strategie di Comunicazione	sit amet voluptatum	35	Gavino	Fabbri	NULL	ndesantis@negri.com	Rotonda Martinelli 309	150
Corso di Laurea in Biologia molecolare	unde quae delectus	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea Magistrale in Biologia marina	rem non eum	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Fisica	placeat sit doloribus	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea Magistrale in Ingegneria dell'Automazione	repudiandae aut laudantium	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea Magistrale in Ingegneria Elettronica	unde voluptas delectus	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Dietistica	voluptas nihil nesciunt	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Infermieristica	quam id atque	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Educazione Professionale	laudantium nulla possimus	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Fisioterapia	ea quo itaque	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Chimica	quae eligendi praesentium	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea Magistrale in Scienza dei Materiali	dolorem animi minus	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Economia	necessitatibus repellendus omnis	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Economia	aut ut nam	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Relazioni Internazionali e Diritti Umani	et occaecati eius	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea Magistrale in Human Rights and Multi-Level Governance	architecto atque dolorem	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	distinctio aliquid maiores	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Statistica per le Tecnologie e le Scienze	alias voluptates dignissimos	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea Magistrale in Scienze Statistiche	eum et saepe	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea Magistrale in Strategie di Comunicazione	ad deserunt adipisci	36	Erminio	Montanari	+02 227 1734650	enegri@gmail.com	Via Maika 491	97
Corso di Laurea in Biologia	nam omnis perspiciatis	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea Magistrale in Biologia sanitaria	magnam ullam doloribus	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Ingegneria Biomedica	ut ea officia	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Ingegneria Biomedica	qui ut sunt	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea Magistrale in Ingegneria dell'Automazione	fugit debitis sapiente	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Infermieristica	quibusdam nobis architecto	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Tecniche di Laboratorio Biomedico	commodi sapiente neque	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Tecniche di Laboratorio Biomedico	enim sunt et	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Tecniche di Radiologia Medica	non explicabo aut	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Tecniche di Neurofisiopatologia	qui omnis sit	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Tecniche di Neurofisiopatologia	tenetur est et	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Scienza dei Materiali	non et ullam	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea Magistrale in European and Global Studies	distinctio rerum dolor	37	Giordano	Giuliani	+96 336 2764612	enrica.dangelo@costantini.com	Via Eusebio 167 Appartamento 28	83
Corso di Laurea in Scienze naturali	qui eligendi non	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea Magistrale in Biologia molecolare	porro optio odit	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea Magistrale in Biotecnologie industriali	deleniti et ullam	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea Magistrale in Biotecnologie industriali	sapiente quia accusantium	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea Magistrale in Astronomia	temporibus natus et	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea Magistrale in Astronomia	et ea beatae	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea in Matematica	quidem rerum illum	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea in Tecniche di Laboratorio Biomedico	nihil quia at	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea in Educazione Professionale	dolor ullam sit	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea Magistrale in Scienza dei Materiali	quia quia laboriosam	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea Magistrale in Economics and Finance	nihil omnis et	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea Magistrale in Scienze del Governo e Politiche Pubbliche	rerum dolor quia	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea in Statistica per l'Economia e l'Impresa	pariatur labore ex	38	Rufo	Morelli	NULL	zelida16@email.it	Piazza Pellegrino 613 Piano 8	161
Corso di Laurea in Biologia	in voluptatem qui	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea in Biologia	velit aut voluptatum	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea in Scienze naturali	molestiae est neque	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Biologia sanitaria	dolor eum et	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Biologia sanitaria	quo explicabo id	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Ingegneria Civile	placeat debitis voluptatibus	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea in Ingegneria dell'Informazione	possimus ut mollitia	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea in Ingegneria Elettronica	a quis at	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Bioingegneria	qui quibusdam accusantium	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
Corso di Laurea Magistrale in Informatica	est earum iure	39	Guendalina	Barbieri	NULL	davis34@yahoo.com	Via Giacinto 11 Piano 8	36
